CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILA,LILAK,SHPG
122.38,834.1,,42.46,154.96,88.71,95.59,22.27,23.02,171.87
122.41,834.06,95.41,42.47,154.91,88.65999999999998,95.57,22.26,23.02,172.05
,,95.41,42.48,154.96,88.67,95.56,,23.02,
122.43,834.23,95.4348,42.48,154.96,88.72,95.57,22.26,23.03,172.02
122.39,,95.43,42.47,154.92,88.67,95.68,22.26,,172.1
,,95.42,42.475,,88.62,95.56,,23.025,
122.43,834.48,95.44,42.48,155.01,88.62999999999998,95.6,22.28,23.02,172.19999999999996
,834.435,,42.48,155.03,88.62999999999998,95.64,,23.03,
122.43,834.3999999999999,95.42,42.47,154.94999999999996,88.71,95.58,22.28,23.02,172.1
122.43,834.2999999999998,95.39,42.475,154.94,88.71,95.54,22.28,23.04,172.18
122.38,834.1,95.37,42.46,154.87,88.67,95.56,,,172.09
122.37,833.9839999999999,95.385,42.47,154.92,88.62999999999998,95.6,,,172.08
122.38,834.1943,95.41,42.465,155.03,88.62,95.6,22.28,23.03,172.09
122.38,834.31,,42.465,155.06,88.58,95.6105,,,
,834.43,95.39,42.46,155.03,88.5,95.62,,23.03,172.0082
122.44,834.2,95.36000000000003,42.48,154.97999999999996,88.53,95.64,,,171.97
122.43,834.2799999999999,95.3601,42.47,154.94999999999996,88.54999999999998,95.62,22.28,,
122.36000000000003,834.0,95.34,42.47,154.99,88.51,95.61000000000003,22.3,23.02,
122.34,,95.37,42.46,155.0,88.58,95.61000000000003,22.28,23.03,171.955
122.29,834.1553,,42.48,154.97999999999996,88.59999999999998,95.6,22.29,23.04,171.965
122.3,833.96,95.34,42.46,155.04,,95.59,,,171.975
122.35,833.8999999999999,95.35,42.47,155.01,88.62999999999998,95.61000000000003,22.28,,171.93
122.41,834.36,95.39,42.46,155.05,88.71,95.67,,,171.9908
122.43,834.33,95.39,42.46,155.01,,95.66,22.28,23.04,
,834.33,95.3849,42.47,155.05,88.64,95.67,22.28,23.03,172.01
122.43,834.5249999999999,95.39,42.46,155.12,88.58,95.67,22.295,,172.01
122.38,834.46,95.37,42.47,155.08,88.59999999999998,95.64,22.28,23.02,172.06
122.37,834.57,95.36000000000003,42.47,155.06,88.59999999999998,95.58,22.28,23.03,172.06
122.365,834.75,,42.46,155.06,88.64,95.61000000000003,22.28,23.03,
122.39,834.7,95.34,42.47,155.1,88.68999999999998,95.602,,23.01,172.06099999999998
122.42,834.6182,95.29150000000003,42.49,155.12,88.59999999999998,95.6592,22.285,23.0132,171.97999999999996
122.45,834.6699999999998,95.2799,42.48,155.11,88.59999999999998,95.6668,,23.001,171.97
,834.5701,95.275,42.48,155.09,88.56,95.65,22.27,23.01,172.0328
122.46,834.68,95.265,42.48,155.04,88.57,95.64,22.28,23.02,172.015
122.47,834.49,95.36000000000003,42.465,154.97999999999996,88.57,95.6,,23.07,171.92
122.47,834.6970999999999,95.39,42.47,155.06,88.59,95.61000000000003,,23.07,171.9
122.5,834.69,95.37,42.475,155.11,88.54,95.62,,23.0899,171.97999999999996
,834.71,95.37,42.47,155.13,88.57,95.64,22.3,23.11,171.94999999999996
,834.913,95.37,42.46,,88.58,95.63,,23.13,
122.55,834.7799999999999,95.385,42.45,155.17,88.57,95.59,22.325,,171.865
122.515,834.62,95.39,42.44,155.13,88.48999999999998,95.51,,23.13,171.85
122.49,834.82,95.39,42.44,155.13,88.56,95.5,,23.105,171.87
,835.06,95.39,42.44,155.14,88.56499999999998,95.5,22.36,23.11,
122.46,,95.38,42.44,155.19,88.59999999999998,95.475,,23.11,171.78
122.42,835.24,95.4,42.44,155.15,88.62,95.46,,23.11,171.68
122.45,835.26,,42.43,,88.58,95.53,22.365,,171.68
122.43,835.33,95.42,42.445,155.1698,88.67,95.5,22.39,23.13,171.76
122.4665,835.32,95.44,42.43,,88.67,95.5,22.39,23.14,
122.4167,835.27,95.409,42.44,155.18,88.7,95.5,22.38,23.15,171.72
122.36000000000003,835.08,95.395,42.44,155.11,88.61,95.52,22.37,23.125,171.67
122.39,835.135,95.4,42.44,155.06,88.65,95.52,,23.14,171.72
,835.01,95.43,42.46,155.11,88.65999999999998,95.52,22.39,23.14,171.71
122.36000000000003,835.1,95.46,42.47,155.08,88.59,95.5,22.36,23.1,
122.38,835.075,95.4453,42.47,155.06,,95.52,22.35,23.1,171.72
122.32,834.5299999999999,95.43,42.47,155.10499999999996,88.54,95.51,,23.1,
122.35,834.86,95.45,42.47,155.01,88.51999999999998,95.52,,23.1,171.78
,834.845,95.44,42.485,154.99,88.45,95.46,22.365,23.1,171.82
122.37,834.8925,95.4699,42.48,155.1,88.45,95.48,,23.105,171.88
,834.82,95.46,42.485,155.18,88.39,95.41,22.37,23.105,171.845
122.37,834.93,95.4599,42.5,155.15,88.43999999999998,95.4,22.34,23.1,171.885
122.44,835.0499999999998,95.48,42.4993,155.22999999999996,88.40999999999998,95.46,22.34,23.1,171.89
122.39,834.96,95.48,42.5,155.1921,88.4,95.46,,23.1,171.91
122.39,834.975,95.53,42.5,155.295,88.34999999999998,95.42,22.365,23.1,171.845
122.47,835.23,95.56,42.5,155.3,88.36,95.43,,23.11,171.845
122.44,835.11,95.56,42.52,155.39,88.4,95.41,22.365,23.105,
,835.1549999999999,95.59,42.515,155.39,88.37999999999998,95.43,22.36,23.11,171.89
122.49,835.23,95.6001,42.53,155.39,88.43,95.44,22.39,23.12,
122.46,835.31,95.6299,42.54,155.43,88.36,95.49,22.38,23.12,171.895
122.5,835.85,95.69,42.59,155.58,88.445,95.59,22.39,23.15,171.96
122.6,835.8871,95.71,42.59,155.39,88.46,95.6,,23.15,172.02
122.62,836.0,95.75,42.59,155.38,88.46,95.61000000000003,22.4,23.14,172.05
122.68,836.1499999999999,95.75,42.6,155.4,88.62999999999998,95.56,22.4,23.15,172.0
,835.76,95.75,42.59,155.37,88.64,95.51,22.41,23.14,171.9825
122.69,835.88,95.71,42.61,155.4,88.6892,95.52,,23.15,172.0
122.72,836.1699999999998,95.7,42.61,155.39,88.64,95.48,22.38,23.15,171.9675
122.68,836.12,95.69,42.595,155.4,88.73999999999998,95.48,,23.15,171.935
122.7,836.0,95.69,42.6,155.4,88.87999999999998,95.45,22.4,23.155,171.99
122.69,836.2799999999999,95.6849,42.62,155.47999999999996,88.92,95.48,22.42,23.17,172.07
122.681,836.63,95.72,42.64,155.67,88.93999999999998,95.54,22.44,23.18,172.05
122.79,836.6699999999998,95.75,42.66,155.77,88.96,95.56,22.46,23.205,172.025
122.75,836.5499999999998,95.7,42.64,155.72,88.98999999999998,95.55,,23.2,171.97
122.75,836.3454,95.66,42.625,155.65,89.01,95.57,,23.18,172.01
122.66,836.27,95.625,42.59,155.59,88.84999999999998,95.51,22.43,23.17,171.9158
122.65,836.0,95.64,42.6,155.51,88.84,95.46,,23.16,171.84
122.67720000000003,835.63,95.63,42.61,155.47,88.87,95.41,22.425,23.17,171.8
122.67,835.68,95.64,42.59,155.3701,88.93999999999998,95.37,,,171.78
122.66,835.88,95.67,42.6,155.37,88.84999999999998,95.4,22.435,23.17,171.76
122.62,835.865,95.69,42.59,155.33,88.87999999999998,95.39,22.46,23.18,171.83
122.66,836.056,95.68,42.585,155.27,89.0,95.38,22.435,23.17,171.74
122.71,835.83,95.67,42.59,155.28,89.03,95.36000000000003,22.435,23.18,171.75
122.72,836.0,95.69,42.61,155.38,89.09,95.39,,23.175,171.815
122.77,836.115,95.7199,42.615,155.44,89.04,95.39,22.43,23.1755,171.75
122.7,835.94,95.71,42.6,155.39,89.0,95.42,,23.18,171.7372
122.68,835.9099999999999,95.71,42.595,155.35,89.01,95.4,22.42,23.17,171.67
122.685,835.885,95.69,42.585,155.31,88.87999999999998,95.37,22.44,23.175,171.64
122.73,835.96,95.71,42.585,155.3,88.96,95.39,,23.155,171.69999999999996
122.7195,836.27,95.72,42.5835,155.33,88.962,95.42,22.415,23.14,171.74
122.81,836.62,95.7,42.59,155.3,88.98,95.51,22.42,23.14,171.79
122.81,836.48,95.69,42.595,155.3,88.98,95.43,22.415,23.14,171.79
122.86000000000003,836.83,95.695,42.6,155.28,88.9911,95.46,22.4,23.14,171.79
122.93,837.22,95.72,42.63,155.33,89.06,95.52,22.47,23.19,171.82
122.88,836.85,95.72,42.64,155.35,89.08,95.5,22.45,23.19,171.79
122.839,836.85,95.715,42.635,155.31,89.06,95.52,22.47,23.195,171.8
122.92,837.0399999999998,95.78,42.64,155.3,89.09,95.55,22.47,23.19,171.84
122.89,837.365,95.79,42.635,155.24,89.26,95.54,22.465,23.18,171.81
122.9,837.46,95.76,42.635,155.24,89.113,95.54,22.43,23.17,171.83
122.86000000000003,837.2849999999999,95.77,42.63,155.3,89.12999999999998,95.52,,23.165,171.78
122.88,837.26,95.8,42.63,155.3,89.135,95.52,22.43,23.17,171.72
122.91,837.255,95.83,42.65,155.32,89.04999999999998,95.55,22.45,23.165,171.7501
122.94,836.7849999999999,95.83,42.625,155.29,89.06,95.51,22.44,23.185,171.75
122.98,837.1699999999998,95.83,42.64,155.28,89.11,95.5,22.45,23.2,171.82
123.05,834.22,95.76,42.5,155.0,88.76999999999998,94.94,22.35,23.06,171.74
,833.5258,95.85,42.5499,154.33,88.61,94.84,22.5,23.09,171.67
,834.12,95.53,42.55,154.585,88.29999999999998,95.22,,23.14,171.4
122.77,835.2595,95.56,42.5699,154.85,88.29,95.21,22.35,23.06,171.545
122.67,836.96,95.4558,42.56,154.86,88.385,95.25,22.39,23.1,171.585
122.3,836.77,95.63,42.6,154.9,88.33,95.21,,,171.6
122.41,837.5,95.68,42.44,154.5755,88.46,95.24,22.33,23.0,171.25
122.38,837.4083,95.76,42.48,,88.46,95.38,,22.92,171.02
122.51,837.2445,95.79,42.54,154.91,88.46,95.39,22.27,22.98,171.04
122.595,837.71,95.73,42.57,155.03,88.59999999999998,95.415,22.28,22.94,171.09
122.49,838.32,95.75,42.59,155.225,88.59999999999998,95.57,22.27,22.95,170.91
122.45,838.0399999999998,,42.585,155.1,88.61,95.54,,22.9799,170.81
122.4,837.145,95.73,42.58,155.235,88.7,95.53,22.22,22.99,170.705
,837.8689999999999,95.71,42.58,155.06,88.75,95.54,22.21,22.945,170.63
122.36000000000003,837.6345999999999,95.7007,42.6,155.065,88.705,95.54,22.22,22.95,170.64
122.4,837.6053,95.78,42.605,155.17,88.90999999999998,95.52,22.19,22.94,170.59
122.475,837.985,95.82,42.605,155.475,88.83,95.51,,22.91,170.61
122.45,838.105,95.9,42.59,155.54,88.93,95.57,,22.95,170.65
122.4875,838.7999999999998,95.88,42.6,155.44999999999996,89.04999999999998,95.65,22.17,,171.04
122.5125,838.63,95.88,42.61,155.33,89.06,95.64,22.2,,171.06
122.47,838.02,,42.61,155.33,89.08,95.635,,,171.06
122.38,838.2899999999998,95.712,,155.39,89.07,95.62,22.18,22.9,171.11
122.43,838.0046999999998,95.79,42.59,,89.0801,95.7,22.18,22.9,171.14
122.38,837.52,95.85,42.58,155.44999999999996,89.15,95.73,,22.885,171.1175
122.28,837.1,95.88,42.56,155.27,89.15999999999998,95.73,22.17,22.86,170.99
122.22,837.11,95.93,42.57,155.35499999999996,89.09,95.69,22.15,,170.9
122.34,837.84,95.94,42.57,155.42,89.12999999999998,95.75,,,170.85
,838.056,96.01,42.61,155.5,89.17,95.724,,,170.84
122.41,838.07,96.0,42.6164,155.6,89.1901,95.77,,,170.89
122.39,838.6339999999999,96.04,42.62,155.6056,89.22,95.81,,,170.88
,838.49,96.17,42.62,155.62,89.25499999999998,95.79,,22.86,170.97999999999996
122.29,838.3999999999999,96.17,42.63,155.68,89.0501,95.82,,22.85,171.16
122.3,838.7999999999998,95.98,42.6,155.62,89.0,95.775,22.15,22.85,171.04
,838.7,95.99,42.6,155.54,89.06,95.76,22.15,,171.04
,838.595,95.92,,155.55,89.01,95.68,,22.85,171.01
122.18,838.35,95.79,42.59,155.36,88.87,95.61000000000003,,22.845,170.88
,838.1599999999999,95.68,42.58,155.16,88.915,95.58,22.11,22.845,170.67
122.25,838.2,95.68,42.59,155.1,88.86,95.53,,22.85,170.68
122.22,837.7899999999998,95.69,42.59,155.15,88.97,95.51,,22.84,170.725
122.3,837.6499999999999,95.67,42.58,155.09,89.04009999999998,95.51,,22.86,170.67
122.37,837.7799999999999,95.68,42.58,155.08,89.09,95.45,22.13,22.84,170.57
122.36000000000003,838.2,95.7,42.59,155.26,89.0101,95.47,22.15,22.86,170.66
,838.1699999999998,95.675,42.59,155.15,89.0201,95.45,,22.86,170.47999999999996
122.425,838.08,95.67,42.59,155.14,89.01100000000001,95.41,,22.84,170.53
122.39,837.7899999999998,95.71,42.58,154.91,89.01999999999998,,22.11,22.81,170.56
,837.9975,95.75,42.59,155.04,89.2301,95.3295,22.09,22.8,170.64
122.41,837.85,95.794,42.6,154.97999999999996,89.29999999999998,95.3425,,22.86,170.57
122.37,837.58,95.76,42.6,154.94,89.11,95.3,,,170.47
122.275,837.2919999999999,95.74100000000003,42.6,154.975,89.08,95.19,22.1,22.81,170.42
122.26,836.75,95.68,42.56,154.915,88.96,95.205,22.1,22.8,170.52
122.23,836.1725,95.7,42.53,154.78,88.96,95.21,22.04,22.78,170.51
122.15,836.0,95.63,42.485,154.78,89.0,95.17,,22.79,170.4161
122.07,835.9199999999998,95.62,42.48,154.9,88.891,95.1,,22.795,170.35
122.09,836.2,95.64,42.5,154.9,89.04999999999998,95.14,,22.795,170.28
122.16,836.37,95.648,42.5,154.96,89.0,95.18,,22.81,170.24
122.1,836.8389999999999,95.68,42.495,154.92,,95.12,22.11,22.82,170.28
122.2,836.96,95.6474,42.495,154.96,89.09,95.1,22.12,22.85,170.18
,836.99,95.59,42.48,154.86,89.18009999999998,95.0701,,22.85,170.22
122.2199,836.97,95.58,42.465,154.84,89.1201,95.12,,22.8425,170.19999999999996
,836.51,95.5623,42.47,154.85,89.0201,95.06,22.12,22.85,170.15
122.18,835.755,95.54,42.45,154.87,88.98399999999998,95.12,22.11,22.83,169.97999999999996
,835.77,,42.42,154.87,89.04,95.13,,22.86,170.02
122.17,835.6599999999999,95.545,42.44,154.76,89.08,95.16,,22.85,170.015
122.24,835.69,95.53,42.41,154.69999999999996,89.15,95.14,22.11,22.87,169.97
122.26,835.86,,42.41,154.61,89.09999999999998,95.1,22.12,22.88,170.01
122.29,836.14,95.55,42.4,154.625,89.26,95.14,22.11,22.9,170.02
122.26,836.36,95.61000000000003,42.36,154.345,89.12999999999998,95.2,,22.89,170.06
122.29,836.5349999999999,,42.35,154.24,89.12,95.14,,22.89,170.05
122.39,836.5337,,42.36,154.25,89.22,95.18,,22.88,170.1
122.3,836.6254,95.66,42.37,154.25,89.18999999999998,95.15,,22.89,170.02
122.355,836.5215,95.67,42.34,154.34,89.17,95.18,,22.89,170.03
122.26,836.7799999999999,95.64,42.35,154.44999999999996,89.10009999999998,95.125,,22.87,169.96
122.21,836.5299999999999,95.65,42.35,154.51,89.0101,95.1099,,22.85,170.03
122.3,836.76,,42.39,154.61,89.06,95.14,,22.87,170.17
122.22,837.14,95.59,42.39,154.6,89.01,95.11000000000003,22.07,22.85,170.19999999999996
122.26,,95.53,42.38,,,95.14,,,170.22
122.18,836.7799999999999,,42.39,,88.98,95.16,,,170.2101
122.17,,,42.39,154.61,88.95,95.14,22.09,22.88,170.28
,836.68,,42.39,154.62,88.95,95.09,,22.87,170.28
122.23,836.95,,42.36,154.56,89.0,95.03,,,170.25
122.2,836.6749999999998,,42.36,154.57499999999996,89.04,95.0,,,170.19
122.14,836.43,95.52,42.33,154.56,89.01999999999998,94.97,,22.85,170.14
122.11000000000003,836.5466,,42.32,154.44999999999996,89.0101,94.955,,22.86,170.14
122.12,836.515,95.48,42.31,,89.04999999999998,94.96,,22.85,170.22999999999996
122.16,836.12,95.5,42.3,154.378,88.98,94.95,,22.86,170.27
122.07,835.82,95.52,42.29,,89.01,94.96,22.1148,22.87,170.22
122.08,835.7,95.51,42.28,154.28,88.98999999999998,94.99,,,170.13
,835.4199999999998,95.52,42.27,154.39,88.98,94.98,22.11,22.87,169.89
,835.6456,95.52,42.28,154.42,89.025,95.0,,,169.84
121.98,835.835,,42.3,154.44,89.015,95.035,,,169.9
122.0,836.0299999999999,,42.33,154.49,89.045,95.05,22.09,,169.93
121.98,836.09,95.52,42.36,154.64,88.98,95.07,22.12,22.88,169.92
,836.06,95.53,42.35,,88.93999999999998,,,22.89,169.94999999999996
121.91,835.9099999999999,95.48,42.35,154.72999999999996,88.87999999999998,95.03,,22.88,169.91
,835.6699999999998,95.48,42.35,,88.87999999999998,95.0699,,22.89,169.9
121.89,835.37,95.48,42.35,154.57,88.82,95.07,,22.88,170.02
121.88,835.36,95.52,42.3775,154.60499999999996,88.87,95.1,22.13,,169.89
121.9,835.6599999999999,95.54,42.385,154.62,88.96,95.11000000000003,22.13,22.88,169.86
121.9,835.56,95.54,42.37,154.66,88.97,95.16,,22.89,169.85
121.9,835.4199999999998,95.5686,42.35,154.58,88.98,95.13,,22.91,169.865
122.03,835.59,95.66,42.35,154.685,89.0501,95.18,22.13,22.91,169.82
122.0,835.7999999999998,95.66,42.39,154.74,89.1101,95.27,22.14,,169.89
122.02,835.73,95.7,42.38,,89.09,95.2499,,,169.885
121.97,835.97,95.67,42.39,,89.0901,95.25,,,169.85
121.97,835.83,95.66,42.38,154.77,89.08,95.25,,22.89,169.76
121.92,836.1268999999999,95.67,42.36,,,95.24,,22.89,
121.9,836.4099999999999,,42.33,154.86,89.22,95.27,,22.89,169.61
121.9,836.6,95.7,42.32,,89.2,95.26,22.17,22.9,169.66
121.9,836.27,95.45,42.32,154.9,89.21,95.265,22.16,22.91,169.68
121.9,836.235,95.54,42.33,154.87,89.205,95.245,,22.92,169.83
121.9,836.345,95.57,42.33,,89.15999999999998,95.21,22.1866,22.92,169.79
,836.02,95.59,42.355,,89.18,95.2,22.19,22.92,169.68
121.84,835.87,95.61000000000003,42.34,154.7675,89.09999999999998,95.24,22.19,22.9,169.6199
121.86000000000003,836.01,95.65,42.35,154.82,89.0901,95.13,,22.91,169.65
121.96,836.34,95.64,42.3775,154.86,89.15999999999998,95.12,,22.92,169.69999999999996
121.96,836.18,95.69,42.37,154.75,89.15,95.13,,22.92,169.72
121.94,836.09,95.74,42.36,154.69999999999996,89.09999999999998,95.12,,,169.69
,836.5,95.75,42.33,154.63,,95.14,,22.92,169.71
,,,42.35,154.55,89.12999999999998,95.14,,22.92,169.76
122.03,837.0,95.8,42.3575,154.69999999999996,89.21009999999998,95.14,22.21,22.93,169.74
121.9,836.94,95.79,42.34,154.76,89.29,95.12,,,169.64
121.96,836.725,95.79,42.33,,89.21,95.09,,22.92,169.59
122.0,836.71,95.75,42.32,154.745,89.2301,,,,169.39
122.0,836.52,95.77,42.3,154.69999999999996,89.18009999999998,95.08,22.2,22.91,169.44
121.97,836.0399999999998,95.73,42.28,154.69999999999996,89.10009999999998,95.0,22.1899,22.89,169.21
121.9485,835.7,95.7,42.26,154.68,89.11,94.96,22.15,22.88,169.13
121.87,835.64,95.66,42.24,154.65,89.0501,94.91,,22.85,169.09
,835.48,95.635,42.225,154.6,89.12,94.95,,22.85,169.09
,835.62,95.64,42.22,154.6,89.12,94.9301,,,
121.77,835.77,95.63,42.22,154.62,89.04999999999998,94.96,,22.85,
121.77,835.8441,95.6641,42.225,154.71,89.12999999999998,94.97,,,169.08
121.92,835.7899999999998,95.69,42.21,154.69,89.0301,94.94,,22.85,169.01
,835.88,,42.22,,89.11,95.01,,,169.0375
121.86000000000003,835.7310000000001,95.73,42.23,154.715,89.21,95.01,22.1,,169.095
,836.02,95.7479,42.24,154.72,89.1101,95.02,,22.85,
121.82,835.31,95.77,42.215,154.62,89.11,94.99,,22.85,169.0104
,,95.75,42.23,154.6,89.07,95.0,,,168.995
121.86000000000003,,95.77,42.23,154.68,89.0801,95.0,22.12,22.85,169.09
121.88,835.87,95.79,42.22,,89.04009999999998,95.03,,22.85,169.1248
121.89,835.7029,95.77,42.2099,154.62,89.0,95.025,,22.86,169.085
121.94,,95.82,42.21,154.63,89.04999999999998,95.05,22.13,22.84,169.15
121.93,,95.84,42.2,154.64,89.03,95.04,,22.85,169.05
,835.595,95.81,42.19,154.53,88.95,95.03,22.15,22.85,169.03
121.94,835.768,,42.21,154.65,89.00499999999998,95.1,22.1586,22.86,169.1
121.99,835.8614999999999,95.82,42.21,154.66,89.07,95.07,22.15,22.85,
121.98,835.8999999999999,95.83,42.2,,89.04999999999998,95.06,22.15,22.85,169.08
121.93,835.4199999999998,95.82,42.21,154.6428,89.04999999999998,95.07,,22.87,169.055
121.91,835.2799999999999,95.82,42.19,154.6568,89.0,,,22.85,169.07
,835.0399999999998,95.78,42.18,,89.01999999999998,95.0,22.12,,168.94
121.88,835.105,95.76,42.18,,89.045,95.06,,22.8403,168.99
121.9,,,42.17,154.67,89.0101,95.0599,22.13,22.83,168.96
121.82,835.02,95.73,42.16,154.6,88.98,95.02,,22.83,168.79
121.7,834.5,95.68,42.14,154.53,88.93999999999998,94.945,22.1,22.8,168.72999999999996
121.8,835.248,95.67,42.15,154.57,89.0201,95.01,,22.8,168.775
121.88,835.45,95.68,42.16,,89.10009999999998,95.08,,,168.7601
121.9,835.37,95.74,42.19,154.59,89.15999999999998,95.11000000000003,22.11,22.83,168.79
121.92,835.2999999999998,95.75,42.1701,154.62,89.1201,95.1,22.1,22.8,
121.94,835.27,95.7,42.18,154.61,89.09999999999998,95.08,22.11,22.8,
121.845,834.4249999999998,95.67,42.17,,,95.01,22.12,22.81,
121.88,834.7949999999998,95.64,42.18,154.61,,94.98,22.08,22.77,
121.89,834.94,95.66,42.16,154.53,89.1101,94.9999,22.09,22.81,168.72999999999996
,834.95,95.6435,42.16,154.55,89.1401,95.02,,,168.68
121.93,834.6726,95.68,,154.55,89.2,95.02,,22.77,
,,95.66,42.15,154.58,89.15999999999998,95.0,22.07,22.81,168.69
121.87,834.7,95.66,42.1301,154.6,89.165,94.99,22.08,22.81,168.7699
121.96,835.0698,95.7,42.15,154.65,89.1201,95.0,,22.7703,168.72
,835.01,,42.15,154.67,89.11,95.0,22.1,,
121.96,834.72,95.73,42.15,,89.11,95.0,,,168.72999999999996
,834.8369,95.73500000000003,42.16,154.6,89.11,95.0,,,168.76
121.92,834.7,95.66,42.145,,89.09999999999998,94.99,22.06,22.76,168.64
121.89,,,42.15,154.6,89.11,95.01,,,
121.9,834.84,95.65,42.13,,89.09999999999998,95.01,,22.75,168.5934
121.92,835.1699999999998,95.65,42.15,154.72,89.09999999999998,94.99,22.07,,168.62
,834.975,95.63,42.15,154.77,89.09999999999998,95.0,,,168.635
,,95.63,42.15,154.72,89.12,,22.04,22.73,168.6247
,835.26,95.635,42.135,,89.12,95.0,22.03,22.71,
,835.0874999999999,95.64,42.15,154.78,89.12,94.99,22.01,22.7,168.65
,,,42.145,,89.11499999999998,94.98,22.04,22.75,168.62
121.98,,95.64,42.14,154.78,89.07,94.97,22.01,22.72,
121.99,835.22,,42.16,154.84,89.12999999999998,94.97,21.99,22.73,168.69
,,95.6,42.18,154.88,89.0901,94.96,,22.74,168.66
121.97,834.86,95.6,42.205,154.82,89.11,94.95,22.0,22.715,168.64
121.92,835.32,95.61000000000003,42.2,154.9058,89.17,94.96,22.0263,,
121.92,,95.62,42.19,,89.15999999999998,94.92,,,
,835.11,95.64,42.18,,89.1401,94.92,,22.72,
,835.44,95.66,42.185,154.94999999999996,89.12,95.0,22.02,22.72,168.61
121.9,,95.66,42.18,,89.14,95.0,,22.72,
121.9,835.1699999999998,95.65,42.1701,154.82,89.08,94.94,22.01,22.71,168.61
,835.25,95.63,42.17,,89.04,94.94,,22.7075,168.71
121.87,835.22,95.63,42.17,154.82,89.09,94.9094,,22.715,168.7048
121.95,835.5499999999998,95.6699,42.19,154.8,89.08,94.9,,22.74,168.7174
121.86000000000003,835.36,95.7,42.1701,,89.0901,94.88,,22.73,
,835.34,95.67,42.19,154.82,89.12,94.9099,,22.72,168.63
121.95,835.57,95.66,42.2,154.96,89.1101,94.95,22.0,22.73,168.72
121.92,835.6599999999999,95.685,42.205,,89.12999999999998,94.93,,22.74,
121.966,835.5524,95.69,42.19,,89.10009999999998,94.93,21.98,22.73,
,,95.69,42.1801,,89.09,94.88,,,168.63
121.91,834.9199999999998,95.71,42.1801,154.93,89.09999999999998,94.85,,,
121.96,,95.7,42.1801,154.96,,94.82,,,
121.99,835.0249999999999,95.71,42.18,,,94.84,,22.71,168.6823
,835.066,95.71,42.19,,89.14,94.81,21.98,22.69,168.6403
122.04,835.075,95.69,42.185,155.01,89.22,94.81,,,168.72999999999996
122.08,835.07,95.71,42.19,,89.23,94.83,21.98,22.68,168.72999999999996
122.1,834.96,95.72,42.18,,89.29,94.87,22.01,22.71,168.805
122.12,,95.72,42.19,,89.12,94.83,,,168.77
,,95.685,42.21,155.14,,94.79,,22.7,168.81
122.09,835.1839,,42.21,,89.21,94.8,,,168.81
122.12,,95.65,42.21,155.11,89.2,94.82,,,
122.14,834.82,95.65,42.21,,,94.79,,22.7,168.75
,834.93,95.67,42.21,155.26,89.22,94.8,,22.68,
122.08,834.615,95.65,42.2,155.18,89.18999999999998,94.74,21.969,22.66,168.81
122.11000000000003,834.36,95.645,42.2,155.17,89.15,94.75,,,168.75
122.1,834.3725,95.65,42.1801,,89.1505,94.73,,,168.77
122.01,834.21,95.61000000000003,42.175,155.1,89.14,94.69,,,168.72
122.02,834.1549999999999,95.625,42.17,155.12,89.15999999999998,94.67,,,
,834.1749999999998,,42.1601,155.08,89.15,94.68,21.93,22.63,168.69
,833.7999999999998,95.58,42.1642,155.055,89.12,94.67,21.87,22.59,168.665
122.03,834.26,95.59,42.1601,,89.17,94.72,21.86,22.6,168.65
122.04,834.2,95.61000000000003,42.155,155.13,89.15139999999998,94.72,21.87,22.62,168.64
